0	1	2	3	4	5	M
0	ALL	1	0	1	0	4649
0	ALL	1	0	1	1	2948
0	ALL	1	0	1	2	4734
0	ALL	1	0	1	ALL	12331
0	ALL	1	0	2	0	5021
0	ALL	1	0	2	1	4183
0	ALL	1	0	2	2	4569
0	ALL	1	0	2	ALL	13773
0	ALL	1	0	ALL	0	14560
0	ALL	1	0	ALL	1	9450
0	ALL	1	0	ALL	2	15355
0	ALL	1	0	ALL	ALL	39365
0	ALL	1	1	0	0	7357
0	ALL	1	1	0	1	1955
0	ALL	1	1	0	2	1352
0	ALL	1	1	0	ALL	10664
0	ALL	1	1	1	0	4347
0	ALL	1	1	1	1	2055
0	ALL	1	1	1	2	2234
0	ALL	1	1	1	ALL	8636
0	ALL	1	1	2	0	3496
0	ALL	1	1	2	1	3550
0	ALL	1	1	2	2	1977
0	ALL	1	1	2	ALL	9023
0	ALL	1	1	ALL	0	15200
0	ALL	1	1	ALL	1	7560
0	ALL	1	1	ALL	2	5563
0	ALL	1	1	ALL	ALL	28323
0	ALL	1	2	0	0	4984
0	ALL	1	2	0	1	4829
0	ALL	1	2	0	2	4536
0	ALL	1	2	0	ALL	14349
0	ALL	1	2	1	0	4470
0	ALL	1	2	1	1	4454
0	ALL	1	2	1	2	2854
0	ALL	1	2	1	ALL	11778
0	ALL	1	2	2	0	1009
0	ALL	1	2	2	1	2887
0	ALL	1	2	2	2	6021
0	ALL	1	2	2	ALL	9917
0	ALL	1	2	ALL	0	10463
0	ALL	1	2	ALL	1	12170
0	ALL	1	2	ALL	2	13411
0	ALL	1	2	ALL	ALL	36044
0	ALL	1	ALL	0	0	17231
0	ALL	1	ALL	0	1	9103
0	ALL	1	ALL	0	2	11940
0	ALL	1	ALL	0	ALL	38274
0	ALL	1	ALL	1	0	13466
0	ALL	1	ALL	1	1	9457
0	ALL	1	ALL	1	2	9822
0	ALL	1	ALL	1	ALL	32745
0	ALL	1	ALL	2	0	9526
0	ALL	1	ALL	2	1	10620
0	ALL	1	ALL	2	2	12567
0	ALL	1	ALL	2	ALL	32713
0	ALL	1	ALL	ALL	0	40223
0	ALL	1	ALL	ALL	1	29180
0	ALL	1	ALL	ALL	2	34329
0	ALL	1	ALL	ALL	ALL	103732
0	ALL	2	0	0	0	3502
0	ALL	2	0	0	1	4642
0	ALL	2	0	0	2	2398
0	ALL	2	0	0	ALL	10542
0	ALL	2	0	1	0	3399
0	ALL	2	0	1	1	4622
0	ALL	2	0	1	2	1863
0	ALL	2	0	1	ALL	9884
0	ALL	2	0	2	0	4073
0	ALL	2	0	2	1	2278
0	ALL	2	0	2	2	4241
0	ALL	2	0	2	ALL	10592
0	ALL	2	0	ALL	0	10974
0	ALL	2	0	ALL	1	11542
0	ALL	2	0	ALL	2	8502
0	ALL	2	0	ALL	ALL	31018
0	ALL	2	1	0	0	5546
0	ALL	2	1	0	1	3213
0	ALL	2	1	0	2	2926
0	ALL	2	1	0	ALL	11685
0	ALL	2	1	1	0	2532
0	ALL	2	1	1	1	3904
0	ALL	2	1	1	2	5297
0	ALL	2	1	1	ALL	11733
0	ALL	2	1	2	0	3857
0	ALL	2	1	2	1	6501
0	ALL	2	1	2	2	4381
0	ALL	2	1	2	ALL	14739
0	ALL	2	1	ALL	0	11935
0	ALL	2	1	ALL	1	13618
0	ALL	2	1	ALL	2	12604
0	ALL	2	1	ALL	ALL	38157
0	ALL	2	2	0	0	2652
0	ALL	2	2	0	1	3155
0	ALL	2	2	0	2	1012
0	ALL	2	2	0	ALL	6819
0	ALL	2	2	1	0	3814
0	ALL	2	2	1	1	3066
0	ALL	2	2	1	2	4061
0	ALL	2	2	1	ALL	10941
0	ALL	2	2	2	0	2454
0	ALL	2	2	2	1	4611
0	ALL	2	2	2	2	4672
0	ALL	2	2	2	ALL	11737
0	ALL	2	2	ALL	0	8920
0	ALL	2	2	ALL	1	10832
0	ALL	2	2	ALL	2	9745
0	ALL	2	2	ALL	ALL	29497
0	ALL	2	ALL	0	0	11700
0	ALL	2	ALL	0	1	11010
0	ALL	2	ALL	0	2	6336
0	ALL	2	ALL	0	ALL	29046
0	ALL	2	ALL	1	0	9745
0	ALL	2	ALL	1	1	11592
0	ALL	2	ALL	1	2	11221
0	ALL	2	ALL	1	ALL	32558
0	ALL	2	ALL	2	0	10384
0	ALL	2	ALL	2	1	13390
0	ALL	2	ALL	2	2	13294
0	ALL	2	ALL	2	ALL	37068
0	ALL	2	ALL	ALL	0	31829
0	ALL	2	ALL	ALL	1	35992
0	ALL	2	ALL	ALL	2	30851
0	ALL	2	ALL	ALL	ALL	98672
0	ALL	ALL	0	0	0	13259
0	ALL	ALL	0	0	1	11110
0	ALL	ALL	0	0	2	14528
0	ALL	ALL	0	0	ALL	38897
0	ALL	ALL	0	1	0	9836
0	ALL	ALL	0	1	1	11683
0	ALL	ALL	0	1	2	11625
0	ALL	ALL	0	1	ALL	33144
0	ALL	ALL	0	2	0	10926
0	ALL	ALL	0	2	1	12296
0	ALL	ALL	0	2	2	12200
0	ALL	ALL	0	2	ALL	35422
0	ALL	ALL	0	ALL	0	34021
0	ALL	ALL	0	ALL	1	35089
0	ALL	ALL	0	ALL	2	38353
0	ALL	ALL	0	ALL	ALL	107463
0	ALL	ALL	1	0	0	17818
0	ALL	ALL	1	0	1	11665
0	ALL	ALL	1	0	2	8549
0	ALL	ALL	1	0	ALL	38032
0	ALL	ALL	1	1	0	7840
0	ALL	ALL	1	1	1	10342
0	ALL	ALL	1	1	2	12493
0	ALL	ALL	1	1	ALL	30675
0	ALL	ALL	1	2	0	9826
0	ALL	ALL	1	2	1	12430
0	ALL	ALL	1	2	2	9616
0	ALL	ALL	1	2	ALL	31872
0	ALL	ALL	1	ALL	0	35484
0	ALL	ALL	1	ALL	1	34437
0	ALL	ALL	1	ALL	2	30658
0	ALL	ALL	1	ALL	ALL	100579
0	ALL	ALL	2	0	0	11719
0	ALL	ALL	2	0	1	15909
0	ALL	ALL	2	0	2	5945
0	ALL	ALL	2	0	ALL	33573
0	ALL	ALL	2	1	0	10767
0	ALL	ALL	2	1	1	11454
0	ALL	ALL	2	1	2	10233
0	ALL	ALL	2	1	ALL	32454
0	ALL	ALL	2	2	0	5656
0	ALL	ALL	2	2	1	13393
0	ALL	ALL	2	2	2	13463
0	ALL	ALL	2	2	ALL	32512
0	ALL	ALL	2	ALL	0	28142
0	ALL	ALL	2	ALL	1	40756
0	ALL	ALL	2	ALL	2	29641
0	ALL	ALL	2	ALL	ALL	98539
0	ALL	ALL	ALL	0	0	42796
0	ALL	ALL	ALL	0	1	38684
0	ALL	ALL	ALL	0	2	29022
0	ALL	ALL	ALL	0	ALL	110502
0	ALL	ALL	ALL	1	0	28443
0	ALL	ALL	ALL	1	1	33479
0	ALL	ALL	ALL	1	2	34351
0	ALL	ALL	ALL	1	ALL	96273
0	ALL	ALL	ALL	2	0	26408
0	ALL	ALL	ALL	2	1	38119
0	ALL	ALL	ALL	2	2	35279
0	ALL	ALL	ALL	2	ALL	99806
0	ALL	ALL	ALL	ALL	0	97647
0	ALL	ALL	ALL	ALL	1	110282
0	ALL	ALL	ALL	ALL	2	98652
0	ALL	ALL	ALL	ALL	ALL	306581
1	0	0	0	0	0	865
1	0	0	0	0	1	1292
1	0	0	0	0	2	2483
1	0	0	0	0	ALL	4640
1	0	0	0	1	0	415
1	0	0	0	1	1	1192
1	0	0	0	1	2	5
1	0	0	0	1	ALL	1612
1	0	0	0	2	0	1816
1	0	0	0	2	1	392
1	0	0	0	2	2	1367
1	0	0	0	2	ALL	3575
1	0	0	0	ALL	0	3096
1	0	0	0	ALL	1	2876
1	0	0	0	ALL	2	3855
1	0	0	0	ALL	ALL	9827
1	0	0	1	0	0	211
1	0	0	1	0	1	1115
1	0	0	1	0	2	563
1	0	0	1	0	ALL	1889
1	0	0	1	1	0	107
1	0	0	1	1	1	331
1	0	0	1	1	2	3882
1	0	0	1	1	ALL	4320
1	0	0	1	2	0	2385
1	0	0	1	2	1	417
1	0	0	1	2	2	2530
1	0	0	1	2	ALL	5332
1	0	0	1	ALL	0	2703
1	0	0	1	ALL	1	1863
1	0	0	1	ALL	2	6975
1	0	0	1	ALL	ALL	11541
1	0	0	2	0	0	557
1	0	0	2	0	1	2458
1	0	0	2	0	2	323
1	0	0	2	0	ALL	3338
1	0	0	2	1	0	1191
1	0	0	2	1	1	894
1	0	0	2	1	2	1348
1	0	0	2	1	ALL	3433
1	0	0	2	2	0	1633
1	0	0	2	2	1	1134
1	0	0	2	2	2	505
1	0	0	2	2	ALL	3272
1	0	0	2	ALL	0	3381
1	0	0	2	ALL	1	4486
1	0	0	2	ALL	2	2176
1	0	0	2	ALL	ALL	10043
1	0	0	ALL	0	0	1633
1	0	0	ALL	0	1	4865
1	0	0	ALL	0	2	3369
1	0	0	ALL	0	ALL	9867
1	0	0	ALL	1	0	1713
1	0	0	ALL	1	1	2417
1	0	0	ALL	1	2	5235
1	0	0	ALL	1	ALL	9365
1	0	0	ALL	2	0	5834
1	0	0	ALL	2	1	1943
1	0	0	ALL	2	2	4402
1	0	0	ALL	2	ALL	12179
1	0	0	ALL	ALL	0	9180
1	0	0	ALL	ALL	1	9225
1	0	0	ALL	ALL	2	13006
1	0	0	ALL	ALL	ALL	31411
1	0	1	0	0	0	1360
1	0	1	0	0	1	61
1	0	1	0	0	2	2380
1	0	1	0	0	ALL	3801
1	0	1	0	1	0	4314
1	0	1	0	1	1	835
1	0	1	0	1	2	758
1	0	1	0	1	ALL	5907
1	0	1	0	2	0	1987
1	0	1	0	2	1	2121
1	0	1	0	2	2	1734
1	0	1	0	2	ALL	5842
1	0	1	0	ALL	0	7661
1	0	1	0	ALL	1	3017
1	0	1	0	ALL	2	4872
1	0	1	0	ALL	ALL	15550
1	0	1	1	0	0	2690
1	0	1	1	0	1	961
1	0	1	1	0	2	631
1	0	1	1	0	ALL	4282
1	0	1	1	1	0	1463
1	0	1	1	1	1	1522
1	0	1	1	1	2	482
1	0	1	1	1	ALL	3467
1	0	1	1	2	0	1734
1	0	1	1	2	1	2435
1	0	1	1	2	2	1086
1	0	1	1	2	ALL	5255
1	0	1	1	ALL	0	5887
1	0	1	1	ALL	1	4918
1	0	1	1	ALL	2	2199
1	0	1	1	ALL	ALL	13004
1	0	1	2	0	0	1749
1	0	1	2	0	1	2049
1	0	1	2	0	2	782
1	0	1	2	0	ALL	4580
1	0	1	2	1	0	837
1	0	1	2	1	1	418
1	0	1	2	1	2	317
1	0	1	2	1	ALL	1572
1	0	1	2	2	0	1640
1	0	1	2	2	1	358
1	0	1	2	2	2	2458
1	0	1	2	2	ALL	4456
1	0	1	2	ALL	0	4226
1	0	1	2	ALL	1	2825
1	0	1	2	ALL	2	3557
1	0	1	2	ALL	ALL	10608
1	0	1	ALL	0	0	5799
1	0	1	ALL	0	1	3071
1	0	1	ALL	0	2	3793
1	0	1	ALL	0	ALL	12663
1	0	1	ALL	1	0	6614
1	0	1	ALL	1	1	2775
1	0	1	ALL	1	2	1557
1	0	1	ALL	1	ALL	10946
1	0	1	ALL	2	0	5361
1	0	1	ALL	2	1	4914
1	0	1	ALL	2	2	5278
1	0	1	ALL	2	ALL	15553
1	0	1	ALL	ALL	0	17774
1	0	1	ALL	ALL	1	10760
1	0	1	ALL	ALL	2	10628
1	0	1	ALL	ALL	ALL	39162
1	0	2	0	0	0	1371
1	0	2	0	0	1	1423
1	0	2	0	0	2	834
1	0	2	0	0	ALL	3628
1	0	2	0	1	0	915
1	0	2	0	1	1	1871
1	0	2	0	1	2	552
1	0	2	0	1	ALL	3338
1	0	2	0	2	0	81
1	0	2	0	2	1	2304
1	0	2	0	2	2	1998
1	0	2	0	2	ALL	4383
1	0	2	0	ALL	0	2367
1	0	2	0	ALL	1	5598
1	0	2	0	ALL	2	3384
1	0	2	0	ALL	ALL	11349
1	0	2	1	0	1	1435
1	0	2	1	0	2	2418
1	0	2	1	0	ALL	3853
1	0	2	1	1	0	805
1	0	2	1	1	1	1310
1	0	2	1	1	2	2565
1	0	2	1	1	ALL	4680
1	0	2	1	2	0	1927
1	0	2	1	2	1	1474
1	0	2	1	2	2	1415
1	0	2	1	2	ALL	4816
1	0	2	1	ALL	0	2732
1	0	2	1	ALL	1	4219
1	0	2	1	ALL	2	6398
1	0	2	1	ALL	ALL	13349
1	0	2	2	0	0	1303
1	0	2	2	0	1	4044
1	0	2	2	0	2	2279
1	0	2	2	0	ALL	7626
1	0	2	2	1	0	466
1	0	2	2	1	1	1229
1	0	2	2	1	2	510
1	0	2	2	1	ALL	2205
1	0	2	2	2	0	1421
1	0	2	2	2	1	1894
1	0	2	2	2	2	3154
1	0	2	2	2	ALL	6469
1	0	2	2	ALL	0	3190
1	0	2	2	ALL	1	7167
1	0	2	2	ALL	2	5943
1	0	2	2	ALL	ALL	16300
1	0	2	ALL	0	0	2674
1	0	2	ALL	0	1	6902
1	0	2	ALL	0	2	5531
1	0	2	ALL	0	ALL	15107
1	0	2	ALL	1	0	2186
1	0	2	ALL	1	1	4410
1	0	2	ALL	1	2	3627
1	0	2	ALL	1	ALL	10223
1	0	2	ALL	2	0	3429
1	0	2	ALL	2	1	5672
1	0	2	ALL	2	2	6567
1	0	2	ALL	2	ALL	15668
1	0	2	ALL	ALL	0	8289
1	0	2	ALL	ALL	1	16984
1	0	2	ALL	ALL	2	15725
1	0	2	ALL	ALL	ALL	40998
1	0	ALL	0	0	0	3596
1	0	ALL	0	0	1	2776
1	0	ALL	0	0	2	5697
1	0	ALL	0	0	ALL	12069
1	0	ALL	0	1	0	5644
1	0	ALL	0	1	1	3898
1	0	ALL	0	1	2	1315
1	0	ALL	0	1	ALL	10857
1	0	ALL	0	2	0	3884
1	0	ALL	0	2	1	4817
1	0	ALL	0	2	2	5099
1	0	ALL	0	2	ALL	13800
1	0	ALL	0	ALL	0	13124
1	0	ALL	0	ALL	1	11491
1	0	ALL	0	ALL	2	12111
1	0	ALL	0	ALL	ALL	36726
1	0	ALL	1	0	0	2901
1	0	ALL	1	0	1	3511
1	0	ALL	1	0	2	3612
1	0	ALL	1	0	ALL	10024
1	0	ALL	1	1	0	2375
1	0	ALL	1	1	1	3163
1	0	ALL	1	1	2	6929
1	0	ALL	1	1	ALL	12467
1	0	ALL	1	2	0	6046
1	0	ALL	1	2	1	4326
1	0	ALL	1	2	2	5031
1	0	ALL	1	2	ALL	15403
1	0	ALL	1	ALL	0	11322
1	0	ALL	1	ALL	1	11000
1	0	ALL	1	ALL	2	15572
1	0	ALL	1	ALL	ALL	37894
1	0	ALL	2	0	0	3609
1	0	ALL	2	0	1	8551
1	0	ALL	2	0	2	3384
1	0	ALL	2	0	ALL	15544
1	0	ALL	2	1	0	2494
1	0	ALL	2	1	1	2541
1	0	ALL	2	1	2	2175
1	0	ALL	2	1	ALL	7210
1	0	ALL	2	2	0	4694
1	0	ALL	2	2	1	3386
1	0	ALL	2	2	2	6117
1	0	ALL	2	2	ALL	14197
1	0	ALL	2	ALL	0	10797
1	0	ALL	2	ALL	1	14478
1	0	ALL	2	ALL	2	11676
1	0	ALL	2	ALL	ALL	36951
1	0	ALL	ALL	0	0	10106
1	0	ALL	ALL	0	1	14838
1	0	ALL	ALL	0	2	12693
1	0	ALL	ALL	0	ALL	37637
1	0	ALL	ALL	1	0	10513
1	0	ALL	ALL	1	1	9602
1	0	ALL	ALL	1	2	10419
1	0	ALL	ALL	1	ALL	30534
1	0	ALL	ALL	2	0	14624
1	0	ALL	ALL	2	1	12529
1	0	ALL	ALL	2	2	16247
1	0	ALL	ALL	2	ALL	43400
1	0	ALL	ALL	ALL	0	35243
1	0	ALL	ALL	ALL	1	36969
1	0	ALL	ALL	ALL	2	39359
1	0	ALL	ALL	ALL	ALL	111571
1	1	0	0	0	0	803
1	1	0	0	0	1	1612
1	1	0	0	0	2	1437
1	1	0	0	0	ALL	3852
1	1	0	0	1	0	1664
1	1	0	0	1	ALL	1664
1	1	0	0	2	0	1460
1	1	0	0	2	1	558
1	1	0	0	2	2	1027
1	1	0	0	2	ALL	3045
1	1	0	0	ALL	0	3927
1	1	0	0	ALL	1	2170
1	1	0	0	ALL	2	2464
1	1	0	0	ALL	ALL	8561
1	1	0	1	0	0	2268
1	1	0	1	0	1	1249
1	1	0	1	0	2	523
1	1	0	1	0	ALL	4040
1	1	0	1	1	0	1583
1	1	0	1	1	1	948
1	1	0	1	1	2	1721
1	1	0	1	1	ALL	4252
1	1	0	1	2	0	1322
1	1	0	1	2	1	2234
1	1	0	1	2	2	1772
1	1	0	1	2	ALL	5328
1	1	0	1	ALL	0	5173
1	1	0	1	ALL	1	4431
1	1	0	1	ALL	2	4016
1	1	0	1	ALL	ALL	13620
1	1	0	2	0	0	1656
1	1	0	2	0	1	921
1	1	0	2	0	2	9
1	1	0	2	0	ALL	2586
1	1	0	2	1	1	667
1	1	0	2	1	ALL	667
1	1	0	2	2	0	2760
1	1	0	2	2	1	1525
1	1	0	2	2	2	1133
1	1	0	2	2	ALL	5418
1	1	0	2	ALL	0	4416
1	1	0	2	ALL	1	3113
1	1	0	2	ALL	2	1142
1	1	0	2	ALL	ALL	8671
1	1	0	ALL	0	0	4727
1	1	0	ALL	0	1	3782
1	1	0	ALL	0	2	1969
1	1	0	ALL	0	ALL	10478
1	1	0	ALL	1	0	3247
1	1	0	ALL	1	1	1615
1	1	0	ALL	1	2	1721
1	1	0	ALL	1	ALL	6583
1	1	0	ALL	2	0	5542
1	1	0	ALL	2	1	4317
1	1	0	ALL	2	2	3932
1	1	0	ALL	2	ALL	13791
1	1	0	ALL	ALL	0	13516
1	1	0	ALL	ALL	1	9714
1	1	0	ALL	ALL	2	7622
1	1	0	ALL	ALL	ALL	30852
1	1	1	0	0	0	864
1	1	1	0	0	1	767
1	1	1	0	0	2	2081
1	1	1	0	0	ALL	3712
1	1	1	0	1	0	1760
1	1	1	0	1	1	1363
1	1	1	0	1	2	1093
1	1	1	0	1	ALL	4216
1	1	1	0	2	0	1460
1	1	1	0	2	1	1370
1	1	1	0	2	2	977
1	1	1	0	2	ALL	3807
1	1	1	0	ALL	0	4084
1	1	1	0	ALL	1	3500
1	1	1	0	ALL	2	4151
1	1	1	0	ALL	ALL	11735
1	1	1	1	0	0	2003
1	1	1	1	0	1	1950
1	1	1	1	0	2	903
1	1	1	1	0	ALL	4856
1	1	1	1	1	0	1480
1	1	1	1	1	2	1797
1	1	1	1	1	ALL	3277
1	1	1	1	2	0	618
1	1	1	1	2	1	3417
1	1	1	1	2	2	727
1	1	1	1	2	ALL	4762
1	1	1	1	ALL	0	4101
1	1	1	1	ALL	1	5367
1	1	1	1	ALL	2	3427
1	1	1	1	ALL	ALL	12895
1	1	1	2	0	0	1025
1	1	1	2	0	1	128
1	1	1	2	0	2	2108
1	1	1	2	0	ALL	3261
1	1	1	2	1	0	1320
1	1	1	2	1	1	103
1	1	1	2	1	2	877
1	1	1	2	1	ALL	2300
1	1	1	2	2	0	562
1	1	1	2	2	1	426
1	1	1	2	2	2	1603
1	1	1	2	2	ALL	2591
1	1	1	2	ALL	0	2907
1	1	1	2	ALL	1	657
1	1	1	2	ALL	2	4588
1	1	1	2	ALL	ALL	8152
1	1	1	ALL	0	0	3892
1	1	1	ALL	0	1	2845
1	1	1	ALL	0	2	5092
1	1	1	ALL	0	ALL	11829
1	1	1	ALL	1	0	4560
1	1	1	ALL	1	1	1466
1	1	1	ALL	1	2	3767
1	1	1	ALL	1	ALL	9793
1	1	1	ALL	2	0	2640
1	1	1	ALL	2	1	5213
1	1	1	ALL	2	2	3307
1	1	1	ALL	2	ALL	11160
1	1	1	ALL	ALL	0	11092
1	1	1	ALL	ALL	1	9524
1	1	1	ALL	ALL	2	12166
1	1	1	ALL	ALL	ALL	32782
1	1	2	0	0	0	2120
1	1	2	0	0	1	1201
1	1	2	0	0	2	2156
1	1	2	0	0	ALL	5477
1	1	2	0	1	0	1344
1	1	2	0	1	1	1205
1	1	2	0	1	2	380
1	1	2	0	1	ALL	2929
1	1	2	0	2	0	1111
1	1	2	0	2	1	1517
1	1	2	0	2	2	321
1	1	2	0	2	ALL	2949
1	1	2	0	ALL	0	4575
1	1	2	0	ALL	1	3923
1	1	2	0	ALL	2	2857
1	1	2	0	ALL	ALL	11355
1	1	2	1	0	1	2494
1	1	2	1	0	2	798
1	1	2	1	0	ALL	3292
1	1	2	1	1	0	745
1	1	2	1	1	1	1922
1	1	2	1	1	2	639
1	1	2	1	1	ALL	3306
1	1	2	1	2	0	2194
1	1	2	1	2	1	2308
1	1	2	1	2	2	868
1	1	2	1	2	ALL	5370
1	1	2	1	ALL	0	2939
1	1	2	1	ALL	1	6724
1	1	2	1	ALL	2	2305
1	1	2	1	ALL	ALL	11968
1	1	2	2	0	0	1670
1	1	2	2	0	1	156
1	1	2	2	0	2	1097
1	1	2	2	0	ALL	2923
1	1	2	2	1	0	892
1	1	2	2	1	1	4581
1	1	2	2	1	2	1222
1	1	2	2	1	ALL	6695
1	1	2	2	2	0	483
1	1	2	2	2	2	424
1	1	2	2	2	ALL	907
1	1	2	2	ALL	0	3045
1	1	2	2	ALL	1	4737
1	1	2	2	ALL	2	2743
1	1	2	2	ALL	ALL	10525
1	1	2	ALL	0	0	3790
1	1	2	ALL	0	1	3851
1	1	2	ALL	0	2	4051
1	1	2	ALL	0	ALL	11692
1	1	2	ALL	1	0	2981
1	1	2	ALL	1	1	7708
1	1	2	ALL	1	2	2241
1	1	2	ALL	1	ALL	12930
1	1	2	ALL	2	0	3788
1	1	2	ALL	2	1	3825
1	1	2	ALL	2	2	1613
1	1	2	ALL	2	ALL	9226
1	1	2	ALL	ALL	0	10559
1	1	2	ALL	ALL	1	15384
1	1	2	ALL	ALL	2	7905
1	1	2	ALL	ALL	ALL	33848
1	1	ALL	0	0	0	3787
1	1	ALL	0	0	1	3580
1	1	ALL	0	0	2	5674
1	1	ALL	0	0	ALL	13041
1	1	ALL	0	1	0	4768
1	1	ALL	0	1	1	2568
1	1	ALL	0	1	2	1473
1	1	ALL	0	1	ALL	8809
1	1	ALL	0	2	0	4031
1	1	ALL	0	2	1	3445
1	1	ALL	0	2	2	2325
1	1	ALL	0	2	ALL	9801
1	1	ALL	0	ALL	0	12586
1	1	ALL	0	ALL	1	9593
1	1	ALL	0	ALL	2	9472
1	1	ALL	0	ALL	ALL	31651
1	1	ALL	1	0	0	4271
1	1	ALL	1	0	1	5693
1	1	ALL	1	0	2	2224
1	1	ALL	1	0	ALL	12188
1	1	ALL	1	1	0	3808
1	1	ALL	1	1	1	2870
1	1	ALL	1	1	2	4157
1	1	ALL	1	1	ALL	10835
1	1	ALL	1	2	0	4134
1	1	ALL	1	2	1	7959
1	1	ALL	1	2	2	3367
1	1	ALL	1	2	ALL	15460
1	1	ALL	1	ALL	0	12213
1	1	ALL	1	ALL	1	16522
1	1	ALL	1	ALL	2	9748
1	1	ALL	1	ALL	ALL	38483
1	1	ALL	2	0	0	4351
1	1	ALL	2	0	1	1205
1	1	ALL	2	0	2	3214
1	1	ALL	2	0	ALL	8770
1	1	ALL	2	1	0	2212
1	1	ALL	2	1	1	5351
1	1	ALL	2	1	2	2099
1	1	ALL	2	1	ALL	9662
1	1	ALL	2	2	0	3805
1	1	ALL	2	2	1	1951
1	1	ALL	2	2	2	3160
1	1	ALL	2	2	ALL	8916
1	1	ALL	2	ALL	0	10368
1	1	ALL	2	ALL	1	8507
1	1	ALL	2	ALL	2	8473
1	1	ALL	2	ALL	ALL	27348
1	1	ALL	ALL	0	0	12409
1	1	ALL	ALL	0	1	10478
1	1	ALL	ALL	0	2	11112
1	1	ALL	ALL	0	ALL	33999
1	1	ALL	ALL	1	0	10788
1	1	ALL	ALL	1	1	10789
1	1	ALL	ALL	1	2	7729
1	1	ALL	ALL	1	ALL	29306
1	1	ALL	ALL	2	0	11970
1	1	ALL	ALL	2	1	13355
1	1	ALL	ALL	2	2	8852
1	1	ALL	ALL	2	ALL	34177
1	1	ALL	ALL	ALL	0	35167
1	1	ALL	ALL	ALL	1	34622
1	1	ALL	ALL	ALL	2	27693
1	1	ALL	ALL	ALL	ALL	97482
1	2	0	0	0	0	740
1	2	0	0	0	2	495
1	2	0	0	0	ALL	1235
1	2	0	0	1	0	462
1	2	0	0	1	1	1983
1	2	0	0	1	2	1837
1	2	0	0	1	ALL	4282
1	2	0	0	2	0	148
1	2	0	0	2	1	1650
1	2	0	0	2	2	4644
1	2	0	0	2	ALL	6442
1	2	0	0	ALL	0	1350
1	2	0	0	ALL	1	3633
1	2	0	0	ALL	2	6976
1	2	0	0	ALL	ALL	11959
1	2	0	1	0	0	2302
1	2	0	1	0	1	230
1	2	0	1	0	2	2529
1	2	0	1	0	ALL	5061
1	2	0	1	1	0	1780
1	2	0	1	1	1	2262
1	2	0	1	1	2	242
1	2	0	1	1	ALL	4284
1	2	0	1	2	0	857
1	2	0	1	2	1	1306
1	2	0	1	2	2	795
1	2	0	1	2	ALL	2958
1	2	0	1	ALL	0	4939
1	2	0	1	ALL	1	3798
1	2	0	1	ALL	2	3566
1	2	0	1	ALL	ALL	12303
1	2	0	2	0	0	1816
1	2	0	2	0	1	1446
1	2	0	2	0	2	442
1	2	0	2	0	ALL	3704
1	2	0	2	1	0	1009
1	2	0	2	1	1	4582
1	2	0	2	1	2	3257
1	2	0	2	1	ALL	8848
1	2	0	2	2	0	1341
1	2	0	2	2	1	647
1	2	0	2	2	2	1122
1	2	0	2	2	ALL	3110
1	2	0	2	ALL	0	4166
1	2	0	2	ALL	1	6675
1	2	0	2	ALL	2	4821
1	2	0	2	ALL	ALL	15662
1	2	0	ALL	0	0	4858
1	2	0	ALL	0	1	1676
1	2	0	ALL	0	2	3466
1	2	0	ALL	0	ALL	10000
1	2	0	ALL	1	0	3251
1	2	0	ALL	1	1	8827
1	2	0	ALL	1	2	5336
1	2	0	ALL	1	ALL	17414
1	2	0	ALL	2	0	2346
1	2	0	ALL	2	1	3603
1	2	0	ALL	2	2	6561
1	2	0	ALL	2	ALL	12510
1	2	0	ALL	ALL	0	10455
1	2	0	ALL	ALL	1	14106
1	2	0	ALL	ALL	2	15363
1	2	0	ALL	ALL	ALL	39924
1	2	1	0	0	0	2719
1	2	1	0	0	1	1992
1	2	1	0	0	2	1229
1	2	1	0	0	ALL	5940
1	2	1	0	1	0	405
1	2	1	0	1	1	1275
1	2	1	0	1	2	2230
1	2	1	0	1	ALL	3910
1	2	1	0	2	0	265
1	2	1	0	2	1	2839
1	2	1	0	2	2	1658
1	2	1	0	2	ALL	4762
1	2	1	0	ALL	0	3389
1	2	1	0	ALL	1	6106
1	2	1	0	ALL	2	5117
1	2	1	0	ALL	ALL	14612
1	2	1	1	0	0	324
1	2	1	1	0	1	1174
1	2	1	1	0	2	2355
1	2	1	1	0	ALL	3853
1	2	1	1	1	0	1151
1	2	1	1	1	1	2742
1	2	1	1	1	2	668
1	2	1	1	1	ALL	4561
1	2	1	1	2	0	192
1	2	1	1	2	1	1055
1	2	1	1	2	2	4943
1	2	1	1	2	ALL	6190
1	2	1	1	ALL	0	1667
1	2	1	1	ALL	1	4971
1	2	1	1	ALL	2	7966
1	2	1	1	ALL	ALL	14604
1	2	1	2	0	0	216
1	2	1	2	0	1	2241
1	2	1	2	0	ALL	2457
1	2	1	2	1	0	978
1	2	1	2	1	1	1132
1	2	1	2	1	ALL	2110
1	2	1	2	2	0	737
1	2	1	2	2	1	1430
1	2	1	2	2	2	1969
1	2	1	2	2	ALL	4136
1	2	1	2	ALL	0	1931
1	2	1	2	ALL	1	4803
1	2	1	2	ALL	2	1969
1	2	1	2	ALL	ALL	8703
1	2	1	ALL	0	0	3259
1	2	1	ALL	0	1	5407
1	2	1	ALL	0	2	3584
1	2	1	ALL	0	ALL	12250
1	2	1	ALL	1	0	2534
